"Organisatie (onderdeel)";"Naam";"Functie";"Resource identifier v4.0 organisatie";"Resource identifier v5.0 organisatie";"Actieve beheerder ROO"
"Gemeente Sint-Michielsgestel";"Mw. A.E. Andres-Pronk";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. D.S.J. Thissen";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. H.W.A. Schouten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. K.T. Van Putten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. J.H.M. Hueber";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. Y.A.M.L. Matthijsse-van den Heuvel";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. C.J.M.A. den Otter";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. H. van Lokven";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. J.J.G. Meijs";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mevr. E. Willems-van der Tol";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. S. Goossens";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. I.W.J. Buckx";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. C.W.G.M. Koopmans";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. A.F.J. van Vught";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. C.W.G.M. Koopmans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. A.W.M. Verhoeven";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. A.M. van der Maarel";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. M.F.M. Cooijmans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. N.F.P. van Wilgenburg-Bijsterbosch";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. Y. van de Hulsbeek-Visser";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. M.F.M. Cooijmans";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. C.C.A. Heijmans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. R.T.A. Mathijssen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. P.J.H. Raaijmakers";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. P. Geurts";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. S.A.T. van den Brand";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Mw. Y.A.M.L. Matthijsse-van den Heuvel";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. P.J.H. Raaijmakers";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sint-Michielsgestel";"Dhr. E. Smid";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Sint-Michielsgestel_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0845";"Ja"
"Gemeente Sittard-Geleen";"Mw. G.J.M.C. Essing-Dermandt";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. J.E.E.A. Schlössels";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. L.G.A.J. Geilen";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.T.H.M. Henssen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mevr. N. Zakarjan";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. A.J.C. Fredrix-Pilon";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. N.A.P.G. Bisschoff";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.G. Verjans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. J.J. Renet";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. M.J.M. de Loo";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. J.J. Renet";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. J.M.H. Joosten";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.G.J.M. Boonen";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. W. Paauwe";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.H.J. Kubben";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.G.J.M. Boonen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. T.H.J. Klaassen";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. L. Bezemer";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. A.C.M. Raven";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. R.E.W. Breidenbach";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.J. Brouwers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. A. Boukhrissi";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. M. Schenk-Hermans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. J.W. Coumans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. M.P.A. Dormans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. J.G.H. Slippens";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. N.F.J. Wetzels";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. Vranken";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. A. Wielders";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. S.A.J. Klein";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. E. Janssen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. M. Schenk-Hermans";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. L.W. van Rijswijk";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. J.M.H. Joosten";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. S.A.J. Klein";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. W. Paauwe";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. T.H.J. Klaassen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.J. Brouwers";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. M.W.C. Claessens";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. A.L.W.G. Houtakkers";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. J. Tholen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. Y.G. Salvino-Meijer";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mevr. D. Lamkin";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. Busschops";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. A. Lotfy";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. F. Kuburic";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. I.A.M.H. Tillie";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. G.R. Klee";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P. Pi van de Venne";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P.H.J. Kubben";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. P. Pi van de Venne";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. J.H. Smeets";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. A. Lotfy";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. L.G.A.J. Geilen";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. B. Hoedemakers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. J.E. Janssen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Dhr. mr. J.Th.C.M. Verheijen";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sittard-Geleen";"Mw. I.A.L. Knops-Verjans";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sittard-Geleen";"https://identifier.overheid.nl/tooi/id/gemeente/gm1883";"Ja"
"Gemeente Sliedrecht";"Dhr. C. Ippel";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. J.C. Paas";"Locoburgemeester";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Mw. G.J. Visser-Schlieker";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Mw. A. Dubbeldam-van Beest";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. T.A. Spek";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Mw. P.S. Kraaijeveld-le Pair";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. F.J. Dunsbergen";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Mw. M.T. Stam-Smeets";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. B. van der Plas";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. F.J. Dunsbergen";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. N.H. Kuiper";"Gemeentesecretaris";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. S.C.M. Ippel";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. F.A. Mulder";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. C. Ippel";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. T.W. Pauw";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. mr. R.P.A. van Aalst";"Raadsgriffier";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. B. Brandwijk";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. J.M. de Vries";"Burgemeester";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. M.J.H. Jongeneel";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. J.T.H. van Rossum";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. J.T.H. van Rossum";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. van Dijk";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. M. Verheul";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Mevrouw K. Teunisse";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. J.C. Paas";"Wethouder";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. V.E. Prins";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Mw. A.W. de Mul-Donker";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. M.J.H. Jongeneel";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. M. Verheul";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. B. van der Plas";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Mw. A.E. Schild-de Jong";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. J.P. Verweij";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sliedrecht";"Dhr. B.G. van Urk";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sliedrecht_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm0610";"Ja"
"Gemeente Sluis";"Dhr. R.P. Evers";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sluis_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm1714";"Ja"
"Gemeente Sluis";"Mw. M.S. Basting-Kok";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sluis_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm1714";"Ja"
"Gemeente Sluis";"Cluster Juridische Zaken";"Woo-contactpersoon";"http://standaarden.overheid.nl/owms/terms/Sluis_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm1714";"Ja"
"Gemeente Sluis";"Dhr. J.A. Elfrink";"Raadslid";"http://standaarden.overheid.nl/owms/terms/Sluis_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm1714";"Ja"
"Gemeente Sluis";"Dhr. J.A. Quaak";"Fractievoorzitter";"http://standaarden.overheid.nl/owms/terms/Sluis_(gemeente)";"https://identifier.overheid.nl/tooi/id/gemeente/gm1714";"Ja"
